path,key,type,value,depth
sections[4].questions[5].data.topCategoriesCards[1].topics[1].topic,topic,string,encoraja criatividade,10
sections[4].questions[5].data.topCategoriesCards[1].topics[1].sentiment,sentiment,string,positive,10
sections[4].questions[5].data.topCategoriesCards[1].topics[2],topics[2],object,,9
sections[4].questions[5].data.topCategoriesCards[1].topics[2].topic,topic,string,tecnologia moderna,10
sections[4].questions[5].data.topCategoriesCards[1].topics[2].sentiment,sentiment,string,positive,10
sections[4].questions[5].data.topCategoriesCards[2],topCategoriesCards[2],object,,7
sections[4].questions[5].data.topCategoriesCards[2].rank,rank,number,3,8
sections[4].questions[5].data.topCategoriesCards[2].category,category,string,Transparência,8
sections[4].questions[5].data.topCategoriesCards[2].mentions,mentions,number,234,8
sections[4].questions[5].data.topCategoriesCards[2].percentage,percentage,number,57,8
sections[4].questions[5].data.topCategoriesCards[2].topics,topics,array,,8
sections[4].questions[5].data.topCategoriesCards[2].topics[0],topics[0],object,,9
sections[4].questions[5].data.topCategoriesCards[2].topics[0].topic,topic,string,comunicação clara,10
sections[4].questions[5].data.topCategoriesCards[2].topics[0].sentiment,sentiment,string,positive,10
sections[4].questions[5].data.topCategoriesCards[2].topics[1],topics[1],object,,9
sections[4].questions[5].data.topCategoriesCards[2].topics[1].topic,topic,string,falta de transparência em decisões,10
sections[4].questions[5].data.topCategoriesCards[2].topics[1].sentiment,sentiment,string,negative,10
sections[4].questions[5].data.topCategoriesCards[2].topics[2],topics[2],object,,9
sections[4].questions[5].data.topCategoriesCards[2].topics[2].topic,topic,string,necessidade de mais abertura,10
sections[4].questions[5].data.topCategoriesCards[2].topics[2].sentiment,sentiment,string,negative,10
sections[4].questions[5].data.wordCloud,wordCloud,array,,6
sections[4].questions[5].data.wordCloud[0],wordCloud[0],object,,7
sections[4].questions[5].data.wordCloud[0].text,text,string,colaborativa,8
sections[4].questions[5].data.wordCloud[0].value,value,number,412,8
sections[4].questions[5].data.wordCloud[1],wordCloud[1],object,,7
sections[4].questions[5].data.wordCloud[1].text,text,string,inovadora,8
sections[4].questions[5].data.wordCloud[1].value,value,number,298,8
sections[4].questions[5].data.wordCloud[2],wordCloud[2],object,,7
sections[4].questions[5].data.wordCloud[2].text,text,string,transparência,8
sections[4].questions[5].data.wordCloud[2].value,value,number,234,8
sections[4].questions[5].data.wordCloud[3],wordCloud[3],object,,7
sections[4].questions[5].data.wordCloud[3].text,text,string,dinâmica,8
sections[4].questions[5].data.wordCloud[3].value,value,number,198,8
sections[4].questions[5].data.wordCloud[4],wordCloud[4],object,,7
sections[4].questions[5].data.wordCloud[4].text,text,string,acolhedora,8
sections[4].questions[5].data.wordCloud[4].value,value,number,176,8
sections[4].questions[5].data.wordCloud[5],wordCloud[5],object,,7
sections[4].questions[5].data.wordCloud[5].text,text,string,criativa,8
sections[4].questions[5].data.wordCloud[5].value,value,number,154,8
sections[4].questions[5].data.wordCloud[6],wordCloud[6],object,,7
sections[4].questions[5].data.wordCloud[6].text,text,string,moderna,8
sections[4].questions[5].data.wordCloud[6].value,value,number,132,8
sections[4].questions[5].data.wordCloud[7],wordCloud[7],object,,7
sections[4].questions[5].data.wordCloud[7].text,text,string,ágil,8
sections[4].questions[5].data.wordCloud[7].value,value,number,118,8
sections[4].questions[5].data.wordCloud[8],wordCloud[8],object,,7
sections[4].questions[5].data.wordCloud[8].text,text,string,inclusiva,8
sections[4].questions[5].data.wordCloud[8].value,value,number,98,8
sections[4].questions[5].data.wordCloud[9],wordCloud[9],object,,7
sections[4].questions[5].data.wordCloud[9].text,text,string,flexível,8
sections[4].questions[5].data.wordCloud[9].value,value,number,87,8
sections[4].components,components,array,,3
sections[4].data,data,object,,3
sections[4].data.config,config,object,,4
sections[4].data.config.npsCategories,npsCategories,object,,5
sections[4].data.config.npsCategories.detractor,detractor,string,Detrator,6
sections[4].data.config.npsCategories.promoter,promoter,string,Promotor,6
sections[4].data.config.npsCategories.neutral,neutral,string,Neutro,6
sections[4].data.config.npsCategories.labels,labels,object,,6
sections[4].data.config.npsCategories.labels.detractors,detractors,string,Detratores,7
sections[4].data.config.npsCategories.labels.neutrals,neutrals,string,Neutros,7
sections[4].data.config.npsCategories.labels.promoters,promoters,string,Promotores,7
uiTexts,uiTexts,object,,1
uiTexts.filterPanel,filterPanel,object,,2
uiTexts.filterPanel.all,all,string,Todas,3
uiTexts.filterPanel.open-ended,open-ended,string,Campo Aberto,3
uiTexts.filterPanel.multiple-choice,multiple-choice,string,Múltipla Escolha,3
uiTexts.filterPanel.single-choice,single-choice,string,Escolha única,3
uiTexts.filterPanel.nps,nps,string,NPS,3
uiTexts.export,export,object,,2
uiTexts.export.title,title,string,Export de Dados,3
uiTexts.export.description,description,string,Exporte os dados da pesquisa em diferentes formatos,3
uiTexts.export.exportFullReport,exportFullReport,string,Exportar Relatório Completo,3
uiTexts.export.selectSpecificSections,selectSpecificSections,string,Selecionar Seções Específicas,3
uiTexts.export.exportAsPDF,exportAsPDF,string,Exportar como PDF,3
uiTexts.export.selectAtLeastOneSection,selectAtLeastOneSection,string,Selecione pelo menos uma seção,3
uiTexts.common,common,object,,2
uiTexts.common.loading,loading,object,,3
uiTexts.common.loading.loadingQuestions,loadingQuestions,string,Carregando questões...,4
uiTexts.common.errors,errors,object,,3
uiTexts.common.errors.dataNotFound,dataNotFound,string,Dados não encontrados.,4
surveyInfo,surveyInfo,object,,1
surveyInfo.title,title,string,Pesquisa de Satisfação de Funcionários 2025,2
surveyInfo.company,company,string,InnovaTech Solutions,2
surveyInfo.period,period,string,Janeiro - Março 2025,2
surveyInfo.totalRespondents,totalRespondents,number,850,2
surveyInfo.responseRate,responseRate,number,78.5,2
surveyInfo.questions,questions,number,6,2
